word,start_time,end_time,speaker,text,confidence,processed_text,classes,hate,sentiment_word,Severity,Normalized Severity
අපෝ,28.8,30.4,0,අපෝ දන්සල් කාරිය අනිත් එහෙනම් ඔන්න ඇයි අපි නිදි පට්ටම,0.8220757246017456,අපෝ දන්සල කාර අනි එහෙන අපි නිදි පට්ට,Education,0.9969566,-1.0,4,4
දන්සල,30.4,30.9,0,අපෝ දන්සල් කාරිය අනිත් එහෙනම් ඔන්න ඇයි අපි නිදි පට්ටම,0.8220757246017456,අපෝ දන්සල කාර අනි එහෙන අපි නිදි පට්ට,Education,0.9969566,0.0,2,2
කාර,30.9,31.2,0,අපෝ දන්සල් කාරිය අනිත් එහෙනම් ඔන්න ඇයි අපි නිදි පට්ටම,0.8220757246017456,අපෝ දන්සල කාර අනි එහෙන අපි නිදි පට්ට,Education,0.9969566,0.0,2,2
අනි,31.2,37.0,0,අපෝ දන්සල් කාරිය අනිත් එහෙනම් ඔන්න ඇයි අපි නිදි පට්ටම,0.8220757246017456,අපෝ දන්සල කාර අනි එහෙන අපි නිදි පට්ට,Education,0.9969566,0.0,2,2
එහෙන,37.0,37.3,0,අපෝ දන්සල් කාරිය අනිත් එහෙනම් ඔන්න ඇයි අපි නිදි පට්ටම,0.8220757246017456,අපෝ දන්සල කාර අනි එහෙන අපි නිදි පට්ට,Education,0.9969566,0.0,2,2
අපි,37.8,38.3,0,අපෝ දන්සල් කාරිය අනිත් එහෙනම් ඔන්න ඇයි අපි නිදි පට්ටම,0.8220757246017456,අපෝ දන්සල කාර අනි එහෙන අපි නිදි පට්ට,Education,0.9969566,0.0,2,2
නිදි,38.3,38.6,0,අපෝ දන්සල් කාරිය අනිත් එහෙනම් ඔන්න ඇයි අපි නිදි පට්ටම,0.8220757246017456,අපෝ දන්සල කාර අනි එහෙන අපි නිදි පට්ට,Education,0.9969566,1.0,1,1
පට්ට,38.6,39.0,0,අපෝ දන්සල් කාරිය අනිත් එහෙනම් ඔන්න ඇයි අපි නිදි පට්ටම,0.8220757246017456,අපෝ දන්සල කාර අනි එහෙන අපි නිදි පට්ට,Education,0.9969566,0.0,2,2
කරන,39.0,39.2,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,0.0,4,4
කාල,39.2,39.4,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,0.0,4,4
පාර,39.8,40.1,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,0.0,4,4
අනි,40.1,40.5,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,1.0,3,3
දෙ,40.5,40.7,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,-1.0,6,5
නවත්ත,40.7,42.0,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,0.0,4,4
ගියපාර,42.0,43.0,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,-1.0,6,5
සල්ලි,43.0,43.3,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,0.0,4,4
එකත,43.3,43.5,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,1.0,3,3
කර,39.0,39.2,0,කරන කාලේ මේ පාර අනිවා දෙනවා නවත්තපන් ගියපාර සල්ලි එකතු,0.8220757246017456,කරන කාල පාර අනි දෙ නවත්ත ගියපාර සල්ලි එකත කර,Religious,0.7704072,1.0,3,3
කරා,43.5,43.7,0,කරා විතරයි දේදුනු දහසකුත් නෑ පින්සිද්ද අනික මේ කොරෝනා සැමට,0.8220757246017456,කරා විතර දේදු දහසකු පින්සිද් අනික සැම,Religious,0.93038976,-1.0,6,5
විතර,43.7,43.8,0,කරා විතරයි දේදුනු දහසකුත් නෑ පින්සිද්ද අනික මේ කොරෝනා සැමට,0.8220757246017456,කරා විතර දේදු දහසකු පින්සිද් අනික සැම,Religious,0.93038976,1.0,3,3
දේදු,43.8,44.9,0,කරා විතරයි දේදුනු දහසකුත් නෑ පින්සිද්ද අනික මේ කොරෝනා සැමට,0.8220757246017456,කරා විතර දේදු දහසකු පින්සිද් අනික සැම,Religious,0.93038976,-1.0,6,5
දහසකු,44.9,45.3,0,කරා විතරයි දේදුනු දහසකුත් නෑ පින්සිද්ද අනික මේ කොරෝනා සැමට,0.8220757246017456,කරා විතර දේදු දහසකු පින්සිද් අනික සැම,Religious,0.93038976,0.0,4,4
පින්සිද්,45.5,46.1,0,කරා විතරයි දේදුනු දහසකුත් නෑ පින්සිද්ද අනික මේ කොරෝනා සැමට,0.8220757246017456,කරා විතර දේදු දහසකු පින්සිද් අනික සැම,Religious,0.93038976,0.0,4,4
අනික,46.1,47.3,0,කරා විතරයි දේදුනු දහසකුත් නෑ පින්සිද්ද අනික මේ කොරෝනා සැමට,0.8220757246017456,කරා විතර දේදු දහසකු පින්සිද් අනික සැම,Religious,0.93038976,0.0,4,4
සැම,47.8,48.1,0,කරා විතරයි දේදුනු දහසකුත් නෑ පින්සිද්ද අනික මේ කොරෝනා සැමට,0.8220757246017456,කරා විතර දේදු දහසකු පින්සිද් අනික සැම,Religious,0.93038976,-1.0,6,5
දන්සල,48.1,48.4,0,දන්සල් යකෝ තේරෙයි හරි නම් තේරෙන්නෙ වලට දෙන්නෙ බලපං කවුරුත්,0.8220757246017456,දන්සල යකෝ තේරෙ හරි තේරෙ වලට දෙන්න බලපං කවුරු,Sexual,0.2965492,0.0,3,3
යකෝ,48.4,48.6,0,දන්සල් යකෝ තේරෙයි හරි නම් තේරෙන්නෙ වලට දෙන්නෙ බලපං කවුරුත්,0.8220757246017456,දන්සල යකෝ තේරෙ හරි තේරෙ වලට දෙන්න බලපං කවුරු,Sexual,0.2965492,1.0,2,2
තේරෙ,48.6,49.6,0,දන්සල් යකෝ තේරෙයි හරි නම් තේරෙන්නෙ වලට දෙන්නෙ බලපං කවුරුත්,0.8220757246017456,දන්සල යකෝ තේරෙ හරි තේරෙ වලට දෙන්න බලපං කවුරු,Sexual,0.2965492,0.0,3,3
හරි,49.6,51.1,0,දන්සල් යකෝ තේරෙයි හරි නම් තේරෙන්නෙ වලට දෙන්නෙ බලපං කවුරුත්,0.8220757246017456,දන්සල යකෝ තේරෙ හරි තේරෙ වලට දෙන්න බලපං කවුරු,Sexual,0.2965492,0.0,3,3
තේරෙ,48.6,49.6,0,දන්සල් යකෝ තේරෙයි හරි නම් තේරෙන්නෙ වලට දෙන්නෙ බලපං කවුරුත්,0.8220757246017456,දන්සල යකෝ තේරෙ හරි තේරෙ වලට දෙන්න බලපං කවුරු,Sexual,0.2965492,0.0,3,3
වලට,51.6,51.9,0,දන්සල් යකෝ තේරෙයි හරි නම් තේරෙන්නෙ වලට දෙන්නෙ බලපං කවුරුත්,0.8220757246017456,දන්සල යකෝ තේරෙ හරි තේරෙ වලට දෙන්න බලපං කවුරු,Sexual,0.2965492,0.0,3,3
දෙන්න,51.9,52.1,0,දන්සල් යකෝ තේරෙයි හරි නම් තේරෙන්නෙ වලට දෙන්නෙ බලපං කවුරුත්,0.8220757246017456,දන්සල යකෝ තේරෙ හරි තේරෙ වලට දෙන්න බලපං කවුරු,Sexual,0.2965492,0.0,3,3
බලපං,52.1,53.5,0,දන්සල් යකෝ තේරෙයි හරි නම් තේරෙන්නෙ වලට දෙන්නෙ බලපං කවුරුත්,0.8220757246017456,දන්සල යකෝ තේරෙ හරි තේරෙ වලට දෙන්න බලපං කවුරු,Sexual,0.2965492,0.0,3,3
කවුරු,53.5,53.8,0,දන්සල් යකෝ තේරෙයි හරි නම් තේරෙන්නෙ වලට දෙන්නෙ බලපං කවුරුත්,0.8220757246017456,දන්සල යකෝ තේරෙ හරි තේරෙ වලට දෙන්න බලපං කවුරු,Sexual,0.2965492,-1.0,5,5
අපි,62.6,63.5,0,අරගෙන ඉන්නේ මාසයක් වත් නෑ නේද නෑ මැලිබන් බැරි මොනවද,0.8220757246017456,අපි ඉ මාසය අබල නේද මැලිබ බැරි මොනව,Sports,0.015211248,0.0,2,2
ඉ,54.2,54.4,0,අරගෙන ඉන්නේ මාසයක් වත් නෑ නේද නෑ මැලිබන් බැරි මොනවද,0.8220757246017456,අපි ඉ මාසය අබල නේද මැලිබ බැරි මොනව,Sports,0.015211248,0.0,2,2
මාසය,54.4,55.8,0,අරගෙන ඉන්නේ මාසයක් වත් නෑ නේද නෑ මැලිබන් බැරි මොනවද,0.8220757246017456,අපි ඉ මාසය අබල නේද මැලිබ බැරි මොනව,Sports,0.015211248,-1.0,4,4
අබල,62.6,63.5,0,අරගෙන ඉන්නේ මාසයක් වත් නෑ නේද නෑ මැලිබන් බැරි මොනවද,0.8220757246017456,අපි ඉ මාසය අබල නේද මැලිබ බැරි මොනව,Sports,0.015211248,-1.0,4,4
නේද,56.1,61.1,0,අරගෙන ඉන්නේ මාසයක් වත් නෑ නේද නෑ මැලිබන් බැරි මොනවද,0.8220757246017456,අපි ඉ මාසය අබල නේද මැලිබ බැරි මොනව,Sports,0.015211248,0.0,2,2
මැලිබ,62.3,62.6,0,අරගෙන ඉන්නේ මාසයක් වත් නෑ නේද නෑ මැලිබන් බැරි මොනවද,0.8220757246017456,අපි ඉ මාසය අබල නේද මැලිබ බැරි මොනව,Sports,0.015211248,1.0,1,1
බැරි,62.6,63.5,0,අරගෙන ඉන්නේ මාසයක් වත් නෑ නේද නෑ මැලිබන් බැරි මොනවද,0.8220757246017456,අපි ඉ මාසය අබල නේද මැලිබ බැරි මොනව,Sports,0.015211248,0.0,2,2
මොනව,63.5,63.7,0,අරගෙන ඉන්නේ මාසයක් වත් නෑ නේද නෑ මැලිබන් බැරි මොනවද,0.8220757246017456,අපි ඉ මාසය අබල නේද මැලිබ බැරි මොනව,Sports,0.015211248,0.0,2,2
පාර,63.9,64.2,0,මේ පාර දෙන්න කලින් වගේ බද්ද නැ තමයි දුන්තෙල් බත්,0.8220757246017456,පාර දෙ කල වගේ බද් තම දුන්තෙල බත්,Political,0.51902884,1.0,3,3
දෙ,64.2,64.3,0,මේ පාර දෙන්න කලින් වගේ බද්ද නැ තමයි දුන්තෙල් බත්,0.8220757246017456,පාර දෙ කල වගේ බද් තම දුන්තෙල බත්,Political,0.51902884,0.0,4,4
කල,64.3,66.1,0,මේ පාර දෙන්න කලින් වගේ බද්ද නැ තමයි දුන්තෙල් බත්,0.8220757246017456,පාර දෙ කල වගේ බද් තම දුන්තෙල බත්,Political,0.51902884,0.0,4,4
වගේ,66.1,66.2,0,මේ පාර දෙන්න කලින් වගේ බද්ද නැ තමයි දුන්තෙල් බත්,0.8220757246017456,පාර දෙ කල වගේ බද් තම දුන්තෙල බත්,Political,0.51902884,0.0,4,4
බද්,66.2,66.6,0,මේ පාර දෙන්න කලින් වගේ බද්ද නැ තමයි දුන්තෙල් බත්,0.8220757246017456,පාර දෙ කල වගේ බද් තම දුන්තෙල බත්,Political,0.51902884,0.0,4,4
තම,67.2,67.5,0,මේ පාර දෙන්න කලින් වගේ බද්ද නැ තමයි දුන්තෙල් බත්,0.8220757246017456,පාර දෙ කල වගේ බද් තම දුන්තෙල බත්,Political,0.51902884,0.0,4,4
දුන්තෙල,67.5,68.8,0,මේ පාර දෙන්න කලින් වගේ බද්ද නැ තමයි දුන්තෙල් බත්,0.8220757246017456,පාර දෙ කල වගේ බද් තම දුන්තෙල බත්,Political,0.51902884,0.0,4,4
බත්,68.8,68.9,0,මේ පාර දෙන්න කලින් වගේ බද්ද නැ තමයි දුන්තෙල් බත්,0.8220757246017456,පාර දෙ කල වගේ බද් තම දුන්තෙල බත්,Political,0.51902884,0.0,4,4
දෙ,68.9,69.2,0,දෙන්න ඉන්නෙ වෙලා ඉඳලා තියෙන්නෙ දෙකක් තියෙන්නේ කොහොම හරි මේ,0.8220757246017456,දෙ ඉ වෙ ඉද තියෙ දෙක තියෙ කොහොම හරි,Sexual,0.0014368868,0.0,3,3
ඉ,70.4,71.3,0,දෙන්න ඉන්නෙ වෙලා ඉඳලා තියෙන්නෙ දෙකක් තියෙන්නේ කොහොම හරි මේ,0.8220757246017456,දෙ ඉ වෙ ඉද තියෙ දෙක තියෙ කොහොම හරි,Sexual,0.0014368868,0.0,3,3
වෙ,69.4,70.4,0,දෙන්න ඉන්නෙ වෙලා ඉඳලා තියෙන්නෙ දෙකක් තියෙන්නේ කොහොම හරි මේ,0.8220757246017456,දෙ ඉ වෙ ඉද තියෙ දෙක තියෙ කොහොම හරි,Sexual,0.0014368868,0.0,3,3
ඉද,70.4,71.3,0,දෙන්න ඉන්නෙ වෙලා ඉඳලා තියෙන්නෙ දෙකක් තියෙන්නේ කොහොම හරි මේ,0.8220757246017456,දෙ ඉ වෙ ඉද තියෙ දෙක තියෙ කොහොම හරි,Sexual,0.0014368868,0.0,3,3
තියෙ,71.3,74.0,0,දෙන්න ඉන්නෙ වෙලා ඉඳලා තියෙන්නෙ දෙකක් තියෙන්නේ කොහොම හරි මේ,0.8220757246017456,දෙ ඉ වෙ ඉද තියෙ දෙක තියෙ කොහොම හරි,Sexual,0.0014368868,0.0,3,3
දෙක,74.0,75.0,0,දෙන්න ඉන්නෙ වෙලා ඉඳලා තියෙන්නෙ දෙකක් තියෙන්නේ කොහොම හරි මේ,0.8220757246017456,දෙ ඉ වෙ ඉද තියෙ දෙක තියෙ කොහොම හරි,Sexual,0.0014368868,-1.0,5,5
තියෙ,71.3,74.0,0,දෙන්න ඉන්නෙ වෙලා ඉඳලා තියෙන්නෙ දෙකක් තියෙන්නේ කොහොම හරි මේ,0.8220757246017456,දෙ ඉ වෙ ඉද තියෙ දෙක තියෙ කොහොම හරි,Sexual,0.0014368868,0.0,3,3
කොහොම,75.4,77.7,0,දෙන්න ඉන්නෙ වෙලා ඉඳලා තියෙන්නෙ දෙකක් තියෙන්නේ කොහොම හරි මේ,0.8220757246017456,දෙ ඉ වෙ ඉද තියෙ දෙක තියෙ කොහොම හරි,Sexual,0.0014368868,0.0,3,3
හරි,77.7,77.7,0,දෙන්න ඉන්නෙ වෙලා ඉඳලා තියෙන්නෙ දෙකක් තියෙන්නේ කොහොම හරි මේ,0.8220757246017456,දෙ ඉ වෙ ඉද තියෙ දෙක තියෙ කොහොම හරි,Sexual,0.0014368868,0.0,3,3
පාර,77.9,78.3,0,පාර නම් මට ලොකු ගානක් ලියන වෙන්නේ නෑ කොල්ලො උඹලව,0.8220757246017456,පාර මට ලො ගාන ලිය වෙ කොල්ල,Entertainment,0.5723677,-1.0,4,4
මට,78.4,78.6,0,පාර නම් මට ලොකු ගානක් ලියන වෙන්නේ නෑ කොල්ලො උඹලව,0.8220757246017456,පාර මට ලො ගාන ලිය වෙ කොල්ල,Entertainment,0.5723677,-1.0,4,4
ලො,78.6,78.7,0,පාර නම් මට ලොකු ගානක් ලියන වෙන්නේ නෑ කොල්ලො උඹලව,0.8220757246017456,පාර මට ලො ගාන ලිය වෙ කොල්ල,Entertainment,0.5723677,0.0,2,2
ගාන,78.7,79.1,0,පාර නම් මට ලොකු ගානක් ලියන වෙන්නේ නෑ කොල්ලො උඹලව,0.8220757246017456,පාර මට ලො ගාන ලිය වෙ කොල්ල,Entertainment,0.5723677,-1.0,4,4
ලිය,79.1,79.3,0,පාර නම් මට ලොකු ගානක් ලියන වෙන්නේ නෑ කොල්ලො උඹලව,0.8220757246017456,පාර මට ලො ගාන ලිය වෙ කොල්ල,Entertainment,0.5723677,0.0,2,2
වෙ,79.3,79.5,0,පාර නම් මට ලොකු ගානක් ලියන වෙන්නේ නෑ කොල්ලො උඹලව,0.8220757246017456,පාර මට ලො ගාන ලිය වෙ කොල්ල,Entertainment,0.5723677,-1.0,4,4
කොල්ල,79.6,79.9,0,පාර නම් මට ලොකු ගානක් ලියන වෙන්නේ නෑ කොල්ලො උඹලව,0.8220757246017456,පාර මට ලො ගාන ලිය වෙ කොල්ල,Entertainment,0.5723677,0.0,2,2
මොක,81.6,81.8,0,නම් මොකක්හරි කරන්න තිබ්බේ ආපු එකට අපේ ගැන රුපියල් 2000ට,0.8220757246017456,මොක හරි කර තිබ්බ අපු එකට අපේ රුපියල 2000,Religious,0.008499694,0.0,4,4
හරි,81.6,81.8,0,නම් මොකක්හරි කරන්න තිබ්බේ ආපු එකට අපේ ගැන රුපියල් 2000ට,0.8220757246017456,මොක හරි කර තිබ්බ අපු එකට අපේ රුපියල 2000,Religious,0.008499694,0.0,4,4
කර,81.8,82.1,0,නම් මොකක්හරි කරන්න තිබ්බේ ආපු එකට අපේ ගැන රුපියල් 2000ට,0.8220757246017456,මොක හරි කර තිබ්බ අපු එකට අපේ රුපියල 2000,Religious,0.008499694,1.0,3,3
තිබ්බ,82.1,82.6,0,නම් මොකක්හරි කරන්න තිබ්බේ ආපු එකට අපේ ගැන රුපියල් 2000ට,0.8220757246017456,මොක හරි කර තිබ්බ අපු එකට අපේ රුපියල 2000,Religious,0.008499694,0.0,4,4
අපු,82.6,84.4,0,නම් මොකක්හරි කරන්න තිබ්බේ ආපු එකට අපේ ගැන රුපියල් 2000ට,0.8220757246017456,මොක හරි කර තිබ්බ අපු එකට අපේ රුපියල 2000,Religious,0.008499694,0.0,4,4
එකට,84.4,85.2,0,නම් මොකක්හරි කරන්න තිබ්බේ ආපු එකට අපේ ගැන රුපියල් 2000ට,0.8220757246017456,මොක හරි කර තිබ්බ අපු එකට අපේ රුපියල 2000,Religious,0.008499694,0.0,4,4
අපේ,85.2,85.5,0,නම් මොකක්හරි කරන්න තිබ්බේ ආපු එකට අපේ ගැන රුපියල් 2000ට,0.8220757246017456,මොක හරි කර තිබ්බ අපු එකට අපේ රුපියල 2000,Religious,0.008499694,0.0,4,4
රුපියල,85.7,86.0,0,නම් මොකක්හරි කරන්න තිබ්බේ ආපු එකට අපේ ගැන රුපියල් 2000ට,0.8220757246017456,මොක හරි කර තිබ්බ අපු එකට අපේ රුපියල 2000,Religious,0.008499694,-1.0,6,5
2000,86.0,86.7,0,නම් මොකක්හරි කරන්න තිබ්බේ ආපු එකට අපේ ගැන රුපියල් 2000ට,0.8220757246017456,මොක හරි කර තිබ්බ අපු එකට අපේ රුපියල 2000,Religious,0.008499694,0.0,4,4
දෙන,86.7,88.7,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8220757246017456,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,0.0,3,3
අනික,88.7,90.6,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8248697519302368,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,-1.0,5,5
උ,90.6,90.8,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8248697519302368,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,-1.0,5,5
තෝස,90.8,91.1,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8248697519302368,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,-1.0,5,5
ලොකු,91.1,91.4,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8248697519302368,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,0.0,3,3
ගමේ,91.4,92.5,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8248697519302368,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,1.0,2,2
ඉද,86.7,88.7,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8220757246017456,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,0.0,3,3
හොද,92.8,93.0,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8248697519302368,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,-1.0,5,5
අදි,93.0,93.4,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8248697519302368,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,-1.0,5,5
එපා,93.4,93.4,0,දෙන අනික උන්ගේ තෝස ලොකුයි ගමේ ඉඳන් හොඳ අදින්න එපා,0.8248697519302368,දෙන අනික උ තෝස ලොකු ගමේ ඉද හොද අදි එපා,Sexual,0.2346701,-1.0,5,5
අයි,93.4,93.8,0,අයියේ මේ පාර අපි බත් පාර්ශව ඔතා ගෙන යන වැඩපිළිවෙළ,0.8248697519302368,අයි පාර අපි බත් එකට ඔතා ගෙන ද්‍රව්‍,Sports,0.9966889,1.0,1,1
පාර,95.1,95.2,0,අයියේ මේ පාර අපි බත් පාර්ශව ඔතා ගෙන යන වැඩපිළිවෙළ,0.8248697519302368,අයි පාර අපි බත් එකට ඔතා ගෙන ද්‍රව්‍,Sports,0.9966889,-1.0,4,4
අපි,95.2,95.5,0,අයියේ මේ පාර අපි බත් පාර්ශව ඔතා ගෙන යන වැඩපිළිවෙළ,0.8248697519302368,අයි පාර අපි බත් එකට ඔතා ගෙන ද්‍රව්‍,Sports,0.9966889,-1.0,4,4
බත්,95.5,95.8,0,අයියේ මේ පාර අපි බත් පාර්ශව ඔතා ගෙන යන වැඩපිළිවෙළ,0.8248697519302368,අයි පාර අපි බත් එකට ඔතා ගෙන ද්‍රව්‍,Sports,0.9966889,0.0,2,2
එකට,93.4,93.8,0,අයියේ මේ පාර අපි බත් පාර්ශව ඔතා ගෙන යන වැඩපිළිවෙළ,0.8248697519302368,අයි පාර අපි බත් එකට ඔතා ගෙන ද්‍රව්‍,Sports,0.9966889,0.0,2,2
ඔතා,96.3,96.5,0,අයියේ මේ පාර අපි බත් පාර්ශව ඔතා ගෙන යන වැඩපිළිවෙළ,0.8248697519302368,අයි පාර අපි බත් එකට ඔතා ගෙන ද්‍රව්‍,Sports,0.9966889,-1.0,4,4
ගෙන,96.5,96.7,0,අයියේ මේ පාර අපි බත් පාර්ශව ඔතා ගෙන යන වැඩපිළිවෙළ,0.8248697519302368,අයි පාර අපි බත් එකට ඔතා ගෙන ද්‍රව්‍,Sports,0.9966889,1.0,1,1
ද්‍රව්‍,95.8,96.3,0,අයියේ මේ පාර අපි බත් පාර්ශව ඔතා ගෙන යන වැඩපිළිවෙළ,0.8248697519302368,අයි පාර අපි බත් එකට ඔතා ගෙන ද්‍රව්‍,Sports,0.9966889,-1.0,4,4
ප,97.4,97.5,0,පොත් දාල තියෙන්නෙ කපිලයි අඩු දැන් උන්ට dansala දෙන්න බැරි,0.8248697519302368,ප දාල තියෙන්න කපිල අඩු උන් දන්ස දෙ බැරි,Sexual,0.9980684,0.0,3,3
