word,start_time,end_time,speaker,text,confidence,hate
තේරෙන්න,9.5,9.8,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
දක්ෂත,9.8,11.0,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
පැමින,11.0,11.5,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
පැමිනීම,11.5,12.2,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
නොහැකිවී,12.2,12.6,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
හැබැ,12.6,13.4,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
අපි,13.4,13.6,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
දැක්ක,13.6,14.6,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
ඔබතුමා,0.3,0.5,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
පලපුරුද,15.1,15.8,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
ක්‍රීඩක,29.8,30.3,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
හෝ,16.3,16.7,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
එ,26.6,27.5,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
ප්‍රයෝජනය,18.0,18.2,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
